student_id,event_id,department,semester,club_activity_level,registration_timing,attended,past_attendance_rate,past_events_count,event_date,topic,speaker_type,day_of_week,time_slot,duration_minutes,mode,exam_proximity,promotion_level,num_registrations
S1081,E1007,CIVIL,6,Medium,Early,0,0.5,2,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1215,E1007,IT,1,High,Late,0,0.25,4,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1406,E1007,EEE,5,Low,Early,1,0.286,7,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1204,E1007,IT,8,Medium,Early,1,0.25,4,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1426,E1007,CSE,8,High,Late,0,0.167,6,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1238,E1007,IT,2,Low,Medium,0,0.0,5,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1358,E1007,MECH,6,Low,Early,0,0.0,4,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1459,E1007,CIVIL,2,Medium,Late,0,0.286,7,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1214,E1007,IT,1,Medium,Late,0,0.5,2,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1159,E1007,IT,2,Medium,Late,0,0.143,7,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1296,E1007,CSE,4,Medium,Late,1,0.25,4,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1044,E1007,CIVIL,2,Medium,Late,0,0.0,5,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1024,E1007,MECH,6,High,Late,1,0.0,7,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1048,E1007,IT,5,Low,Early,0,0.4,5,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1378,E1007,MECH,3,High,Medium,0,0.286,7,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1192,E1007,IT,7,Low,Early,1,0.4,5,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1417,E1007,EEE,7,Low,Late,0,0.2,10,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1138,E1007,MECH,1,Medium,Medium,0,0.0,4,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1273,E1007,CSE,3,Medium,Late,1,0.333,3,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1332,E1007,CSE,7,High,Early,0,1.0,1,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1005,E1007,CIVIL,1,High,Early,0,0.167,6,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1220,E1007,MECH,7,Medium,Medium,0,0.167,6,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1361,E1007,IT,7,Medium,Late,0,0.333,3,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1232,E1007,MECH,2,Low,Late,0,0.0,2,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1134,E1007,EEE,3,Low,Early,1,0.6,5,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1353,E1007,IT,6,High,Medium,0,0.286,7,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1434,E1007,ECE,3,Low,Medium,0,0.4,5,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1163,E1007,CIVIL,2,Low,Early,0,0.333,3,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1259,E1007,CSE,2,Medium,Medium,0,0.167,6,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1226,E1007,ECE,1,Low,Late,0,0.125,8,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1148,E1007,ECE,8,Medium,Early,1,0.0,6,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1098,E1007,CSE,1,Low,Late,1,0.0,5,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1470,E1007,CSE,5,Low,Medium,1,0.0,6,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1157,E1007,CSE,7,Medium,Late,0,0.2,5,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1392,E1007,CSE,1,Medium,Late,0,0.0,4,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1281,E1007,CIVIL,8,High,Early,0,0.75,4,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1445,E1007,CSE,5,Medium,Early,1,0.125,8,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1090,E1007,EEE,1,High,Early,0,0.143,7,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1104,E1007,ECE,7,High,Early,0,0.0,8,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1347,E1007,ECE,7,High,Early,0,0.0,2,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1247,E1007,CIVIL,5,Medium,Medium,0,0.0,5,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1146,E1007,ECE,2,Medium,Medium,0,0.333,6,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1498,E1007,ECE,7,Low,Late,0,0.25,4,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1396,E1007,CIVIL,3,High,Early,0,0.0,3,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1053,E1007,MECH,4,High,Late,0,0.25,4,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1016,E1007,CSE,7,High,Early,0,0.0,3,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1318,E1007,MECH,7,Low,Late,0,0.0,3,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1211,E1007,CIVIL,1,Medium,Early,0,0.25,4,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1454,E1007,IT,7,High,Early,0,0.286,7,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1257,E1007,IT,4,Low,Late,0,0.429,7,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1390,E1007,EEE,4,Low,Early,0,0.25,8,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1369,E1007,MECH,6,Medium,Late,1,0.2,5,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1359,E1007,EEE,7,Low,Medium,1,0.0,4,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1447,E1007,CIVIL,7,Medium,Early,0,0.4,5,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1356,E1007,ECE,7,Low,Early,1,0.333,6,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1142,E1007,ECE,3,Medium,Early,0,0.143,7,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1389,E1007,ECE,6,High,Early,0,1.0,3,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1003,E1007,ECE,3,Low,Medium,1,0.0,4,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1391,E1007,MECH,3,Low,Early,0,0.333,3,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1335,E1007,EEE,5,Low,Early,0,0.333,3,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1125,E1007,MECH,4,Low,Late,0,0.2,5,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1287,E1007,MECH,7,Medium,Medium,1,0.25,4,2024-01-06,UI/UX Design,Faculty,Saturday,Afternoon (2-4 PM),120,Online,3,High,78
S1089,E1065,CIVIL,2,High,Late,0,0.0,2,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1030,E1065,EEE,4,Low,Early,1,0.0,4,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1280,E1065,CIVIL,2,High,Early,0,0.0,5,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1299,E1065,ECE,5,Low,Early,0,0.25,4,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1336,E1065,EEE,5,Medium,Late,0,0.25,8,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1020,E1065,EEE,4,Medium,Medium,0,0.0,7,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1368,E1065,CSE,6,High,Early,0,0.0,3,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1443,E1065,IT,2,Medium,Late,0,0.25,4,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1239,E1065,CSE,6,Low,Medium,0,0.25,8,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1330,E1065,CSE,4,Low,Early,0,0.167,6,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1329,E1065,CIVIL,8,High,Early,0,0.0,4,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1311,E1065,ECE,1,Low,Medium,0,0.25,4,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1065,E1065,IT,4,Low,Medium,0,0.0,2,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1442,E1065,CIVIL,6,Low,Medium,0,0.0,2,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1450,E1065,CSE,6,Low,Medium,0,0.5,2,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1195,E1065,ECE,5,Low,Early,0,0.0,3,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1485,E1065,CIVIL,8,Medium,Early,0,0.667,3,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1425,E1065,CIVIL,5,High,Early,0,0.2,5,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1263,E1065,IT,6,Medium,Early,1,0.0,7,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1498,E1065,ECE,7,Low,Early,0,0.2,5,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1371,E1065,IT,7,Low,Early,0,0.0,7,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1467,E1065,IT,6,Low,Early,0,0.0,4,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1229,E1065,ECE,8,Low,Medium,1,0.333,3,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1359,E1065,EEE,7,Low,Early,0,0.2,5,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1249,E1065,CIVIL,4,Medium,Medium,1,0.0,5,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1271,E1065,ECE,5,High,Early,1,0.25,8,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1307,E1065,IT,8,Medium,Early,0,0.4,5,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1036,E1065,EEE,8,High,Late,0,0.167,6,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1268,E1065,CSE,3,High,Medium,1,0.0,5,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1266,E1065,MECH,5,High,Late,1,0.286,7,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1025,E1065,EEE,5,Low,Early,0,0.0,4,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1474,E1065,CSE,6,Low,Early,0,0.167,6,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1081,E1065,CIVIL,6,Medium,Early,0,0.333,3,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1115,E1065,MECH,3,Medium,Early,0,0.0,3,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1372,E1065,EEE,3,High,Medium,0,0.333,3,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1410,E1065,ECE,2,Low,Medium,0,0.167,6,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1415,E1065,ECE,3,Medium,Medium,0,0.167,6,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1057,E1065,CSE,6,Medium,Late,0,0.0,4,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1488,E1065,IT,2,High,Medium,1,0.4,5,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1382,E1065,ECE,7,Medium,Early,0,0.25,4,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1324,E1065,IT,8,Medium,Medium,0,0.0,4,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1199,E1065,MECH,6,Low,Early,0,0.25,8,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1228,E1065,CIVIL,2,Low,Early,0,0.0,6,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1414,E1065,CIVIL,2,High,Early,1,0.0,3,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1274,E1065,CSE,1,Low,Early,0,0.143,7,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1230,E1065,MECH,6,High,Early,0,0.2,5,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1454,E1065,IT,7,High,Early,0,0.25,8,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1046,E1065,MECH,1,Low,Early,1,0.0,5,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1216,E1065,EEE,7,High,Late,0,0.0,1,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1062,E1065,EEE,8,Low,Early,1,0.0,6,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1211,E1065,CIVIL,1,Medium,Late,1,0.2,5,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1482,E1065,IT,7,High,Medium,1,0.3,10,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1418,E1065,EEE,3,Medium,Late,0,0.0,5,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1335,E1065,EEE,5,Low,Early,0,0.25,4,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1029,E1065,CIVIL,7,Medium,Early,1,0.0,7,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1140,E1065,CSE,6,Low,Medium,1,0.0,4,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1465,E1065,EEE,6,High,Early,0,0.125,8,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1256,E1065,ECE,7,Medium,Medium,0,0.333,6,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1144,E1065,MECH,7,Low,Medium,0,0.286,7,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1364,E1065,EEE,5,High,Late,0,0.333,6,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1191,E1065,EEE,6,Medium,Late,0,0.0,5,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1424,E1065,MECH,6,High,Early,1,0.0,2,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1131,E1065,EEE,8,Low,Early,1,0.5,4,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1074,E1065,CSE,1,Medium,Medium,0,0.0,3,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1254,E1065,MECH,5,Low,Early,0,0.167,6,2024-01-06,Game Development,Alumni,Saturday,Evening (5-7 PM),180,Offline,3,High,65
S1467,E1023,IT,6,Low,Medium,0,0.0,5,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1326,E1023,MECH,8,Low,Early,0,0.167,6,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1034,E1023,IT,6,High,Early,0,0.429,7,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1070,E1023,MECH,1,Low,Medium,0,0.0,5,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1170,E1023,EEE,3,Low,Late,0,0.2,10,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1323,E1023,IT,1,Low,Medium,0,0.2,5,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1054,E1023,MECH,3,Low,Medium,0,0.0,2,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1096,E1023,CIVIL,8,High,Medium,0,0.5,2,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1381,E1023,MECH,8,Medium,Early,0,0.25,4,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1301,E1023,CSE,4,Low,Late,0,0.4,5,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1283,E1023,ECE,5,High,Medium,0,0.2,5,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1240,E1023,CIVIL,6,High,Early,0,0.0,3,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1316,E1023,MECH,7,Medium,Early,0,0.0,4,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1216,E1023,EEE,7,High,Late,0,0.0,2,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1438,E1023,IT,6,High,Early,0,0.0,3,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1258,E1023,CIVIL,8,Medium,Early,0,0.333,6,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1260,E1023,ECE,7,Low,Late,0,0.0,3,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1319,E1023,CIVIL,5,Low,Late,1,0.25,4,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1055,E1023,IT,1,Low,Medium,1,0.0,1,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1303,E1023,CSE,1,High,Medium,0,0.4,5,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1197,E1023,CIVIL,2,Low,Late,0,0.333,6,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1386,E1023,EEE,7,Medium,Early,0,0.25,4,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1139,E1023,ECE,4,Low,Medium,1,0.0,10,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1245,E1023,ECE,5,Low,Late,0,0.0,7,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1164,E1023,MECH,6,Low,Early,0,0.0,3,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1350,E1023,CIVIL,7,Low,Early,0,0.0,5,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1125,E1023,MECH,4,Low,Early,0,0.167,6,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1493,E1023,MECH,4,Low,Early,1,0.0,7,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1309,E1023,EEE,6,Low,Late,0,0.0,2,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1062,E1023,EEE,8,Low,Early,0,0.143,7,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1407,E1023,CIVIL,6,High,Late,0,0.5,4,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1112,E1023,MECH,2,High,Early,0,0.167,6,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1110,E1023,MECH,7,High,Medium,0,0.429,7,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1228,E1023,CIVIL,2,Low,Medium,0,0.0,7,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1188,E1023,EEE,8,High,Medium,0,0.0,3,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1395,E1023,MECH,6,Low,Early,0,0.375,8,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1217,E1023,CIVIL,3,High,Early,0,0.143,7,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1312,E1023,MECH,1,High,Early,0,0.167,6,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1482,E1023,IT,7,High,Early,0,0.364,11,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1102,E1023,IT,2,High,Medium,0,0.5,6,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1212,E1023,MECH,7,Low,Early,0,0.4,5,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1063,E1023,ECE,5,Low,Late,0,0.0,3,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1040,E1023,CIVIL,6,High,Early,0,0.125,8,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1109,E1023,ECE,6,High,Late,1,0.429,7,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1484,E1023,EEE,4,Medium,Early,0,0.0,2,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1008,E1023,ECE,7,High,Medium,0,0.0,4,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1415,E1023,ECE,3,Medium,Late,1,0.143,7,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1071,E1023,IT,4,Low,Late,0,0.0,2,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1013,E1023,CIVIL,2,Medium,Late,0,0.5,2,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1220,E1023,MECH,7,Medium,Early,0,0.143,7,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1128,E1023,CSE,7,Medium,Late,0,0.0,2,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1033,E1023,MECH,2,High,Early,0,0.143,7,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1341,E1023,IT,5,High,Early,0,0.167,6,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1230,E1023,MECH,6,High,Early,0,0.167,6,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
S1265,E1023,EEE,8,Medium,Medium,0,0.0,4,2024-01-06,Cybersecurity,Faculty,Saturday,Afternoon (2-4 PM),180,Online,3,Low,69
