student_id,event_id,registration_timing,department,semester,club_activity_level,cgpa,event_date,topic,speaker_type,day_of_week,time_slot,duration_minutes,mode,exam_proximity,promotion_level,num_registrations,attended,past_attendance_rate,past_events_count
STU_0297,EVT_073,Early,School of Music,8,Low,6.62,2025-02-11,Sound Design,Faculty,Tuesday,Afternoon (2-4 PM),90,Offline,3,Low,100,0,0.273,11
STU_0297,EVT_078,Early,School of Music,8,Low,6.62,2025-02-19,Product Management,Industry,Wednesday,Afternoon (2-4 PM),90,Offline,1,Medium,123,1,0.25,12
STU_0297,EVT_079,On-time,School of Music,8,Low,6.62,2025-02-23,Product Management,Industry,Sunday,Afternoon (2-4 PM),60,Online,3,Medium,86,0,0.308,13
STU_0297,EVT_081,On-time,School of Music,8,Low,6.62,2025-02-24,Music Production,Faculty,Monday,Evening (5-7 PM),90,Offline,1,High,103,0,0.286,14
STU_0297,EVT_092,On-time,School of Music,8,Low,6.62,2025-03-20,Product Management,Student,Thursday,Evening (5-7 PM),90,Online,1,High,104,0,0.267,15
STU_0297,EVT_096,Late,School of Music,8,Low,6.62,2025-04-09,Web Development,Alumni,Wednesday,Afternoon (2-4 PM),120,Offline,2,High,118,0,0.25,16
STU_0297,EVT_099,On-time,School of Music,8,Low,6.62,2025-04-20,Cloud Computing,Student,Sunday,Morning (9-11 AM),180,Offline,2,High,124,0,0.235,17
STU_0298,EVT_004,On-time,School of Design,4,Low,7.14,2024-08-13,Product Management,Alumni,Tuesday,Evening (5-7 PM),90,Offline,3,High,82,1,0.0,0
STU_0298,EVT_023,On-time,School of Design,4,Low,7.14,2024-09-14,Digital Marketing,Alumni,Saturday,Morning (9-11 AM),90,Offline,2,Low,69,0,1.0,1
STU_0298,EVT_029,On-time,School of Design,4,Low,7.14,2024-09-25,Career Guidance,Alumni,Wednesday,Afternoon (2-4 PM),150,Online,3,Medium,96,0,0.5,2
STU_0298,EVT_030,Late,School of Design,4,Low,7.14,2024-09-25,Digital Marketing,Alumni,Wednesday,Morning (9-11 AM),90,Online,2,Medium,58,1,0.333,3
STU_0298,EVT_033,Early,School of Design,4,Low,7.14,2024-10-04,Product Management,Faculty,Friday,Morning (9-11 AM),60,Offline,1,Medium,67,0,0.5,4
STU_0298,EVT_041,On-time,School of Design,4,Low,7.14,2024-10-21,Machine Learning,Faculty,Monday,Evening (5-7 PM),90,Online,2,Medium,101,1,0.4,5
STU_0298,EVT_042,Early,School of Design,4,Low,7.14,2024-10-24,Creative Coding,Student,Thursday,Evening (5-7 PM),120,Online,3,Low,107,1,0.5,6
STU_0298,EVT_045,Late,School of Design,4,Low,7.14,2024-10-30,Product Management,Alumni,Wednesday,Evening (5-7 PM),120,Online,2,Low,122,0,0.571,7
STU_0298,EVT_070,Late,School of Design,4,Low,7.14,2025-01-10,Data Science,Faculty,Friday,Morning (9-11 AM),120,Online,3,Medium,119,1,0.5,8
STU_0298,EVT_077,Late,School of Design,4,Low,7.14,2025-02-18,Data Science,Alumni,Tuesday,Morning (9-11 AM),90,Offline,2,High,105,0,0.556,9
STU_0298,EVT_090,On-time,School of Design,4,Low,7.14,2025-03-16,AI & Deep Learning,Industry,Sunday,Morning (9-11 AM),90,Online,2,Low,44,0,0.5,10
STU_0298,EVT_093,On-time,School of Design,4,Low,7.14,2025-03-22,Branding & Identity,Faculty,Saturday,Evening (5-7 PM),120,Offline,2,Low,64,0,0.455,11
STU_0298,EVT_096,Late,School of Design,4,Low,7.14,2025-04-09,Web Development,Alumni,Wednesday,Afternoon (2-4 PM),120,Offline,2,High,118,1,0.417,12
STU_0299,EVT_004,Early,School of Design,3,Medium,7.05,2024-08-13,Product Management,Alumni,Tuesday,Evening (5-7 PM),90,Offline,3,High,82,1,0.0,0
STU_0299,EVT_008,Early,School of Design,3,Medium,7.05,2024-08-22,Branding & Identity,Student,Thursday,Evening (5-7 PM),60,Offline,3,Medium,122,1,1.0,1
STU_0299,EVT_009,Late,School of Design,3,Medium,7.05,2024-08-23,Career Guidance,Industry,Friday,Afternoon (2-4 PM),60,Offline,1,High,76,1,1.0,2
STU_0299,EVT_012,Early,School of Design,3,Medium,7.05,2024-08-28,Design Thinking,Student,Wednesday,Evening (5-7 PM),60,Offline,2,Medium,83,1,1.0,3
STU_0299,EVT_015,Early,School of Design,3,Medium,7.05,2024-09-05,Entrepreneurship,Faculty,Thursday,Evening (5-7 PM),120,Offline,3,Medium,48,1,1.0,4
STU_0299,EVT_020,Early,School of Design,3,Medium,7.05,2024-09-09,Machine Learning,Alumni,Monday,Afternoon (2-4 PM),120,Online,2,High,93,1,1.0,5
STU_0299,EVT_021,Late,School of Design,3,Medium,7.05,2024-09-12,Music Production,Industry,Thursday,Morning (9-11 AM),90,Online,3,Low,105,1,1.0,6
STU_0299,EVT_025,Early,School of Design,3,Medium,7.05,2024-09-20,Career Guidance,Student,Friday,Evening (5-7 PM),120,Offline,2,Low,103,1,1.0,7
STU_0299,EVT_031,On-time,School of Design,3,Medium,7.05,2024-09-27,Sound Design,Student,Friday,Evening (5-7 PM),120,Online,3,Medium,74,1,1.0,8
STU_0299,EVT_033,Early,School of Design,3,Medium,7.05,2024-10-04,Product Management,Faculty,Friday,Morning (9-11 AM),60,Offline,1,Medium,67,0,1.0,9
STU_0299,EVT_038,Late,School of Design,3,Medium,7.05,2024-10-13,Web Development,Industry,Sunday,Morning (9-11 AM),150,Online,2,High,70,0,0.9,10
STU_0299,EVT_047,Early,School of Design,3,Medium,7.05,2024-11-01,Machine Learning,Industry,Friday,Afternoon (2-4 PM),120,Online,3,High,86,1,0.818,11
STU_0299,EVT_053,Late,School of Design,3,Medium,7.05,2024-11-09,Music Production,Industry,Saturday,Afternoon (2-4 PM),60,Offline,3,Low,123,1,0.833,12
STU_0299,EVT_054,On-time,School of Design,3,Medium,7.05,2024-11-10,Cybersecurity,Industry,Sunday,Morning (9-11 AM),90,Online,1,Medium,65,1,0.846,13
STU_0299,EVT_059,Early,School of Design,3,Medium,7.05,2024-11-29,UI/UX Design,Student,Friday,Evening (5-7 PM),120,Online,2,High,99,0,0.857,14
STU_0299,EVT_063,On-time,School of Design,3,Medium,7.05,2024-12-08,Digital Marketing,Student,Sunday,Afternoon (2-4 PM),120,Offline,2,Low,119,1,0.8,15
STU_0299,EVT_072,On-time,School of Design,3,Medium,7.05,2025-02-10,Branding & Identity,Student,Monday,Morning (9-11 AM),180,Online,2,Low,80,0,0.812,16
STU_0299,EVT_074,On-time,School of Design,3,Medium,7.05,2025-02-12,UI/UX Design,Faculty,Wednesday,Evening (5-7 PM),90,Offline,1,Low,124,1,0.765,17
STU_0299,EVT_075,On-time,School of Design,3,Medium,7.05,2025-02-12,Data Science,Student,Wednesday,Afternoon (2-4 PM),180,Offline,2,High,94,1,0.778,18
STU_0299,EVT_077,Late,School of Design,3,Medium,7.05,2025-02-18,Data Science,Alumni,Tuesday,Morning (9-11 AM),90,Offline,2,High,105,1,0.789,19
STU_0299,EVT_080,Late,School of Design,3,Medium,7.05,2025-02-24,Web Development,Faculty,Monday,Evening (5-7 PM),60,Offline,3,Medium,83,0,0.8,20
STU_0299,EVT_085,On-time,School of Design,3,Medium,7.05,2025-02-28,Branding & Identity,Student,Friday,Morning (9-11 AM),120,Offline,3,Medium,106,1,0.762,21
STU_0299,EVT_087,On-time,School of Design,3,Medium,7.05,2025-03-08,Design Thinking,Faculty,Saturday,Morning (9-11 AM),180,Online,3,High,65,0,0.773,22
STU_0299,EVT_092,Late,School of Design,3,Medium,7.05,2025-03-20,Product Management,Student,Thursday,Evening (5-7 PM),90,Online,1,High,104,1,0.739,23
STU_0299,EVT_096,Early,School of Design,3,Medium,7.05,2025-04-09,Web Development,Alumni,Wednesday,Afternoon (2-4 PM),120,Offline,2,High,118,1,0.75,24
STU_0299,EVT_099,On-time,School of Design,3,Medium,7.05,2025-04-20,Cloud Computing,Student,Sunday,Morning (9-11 AM),180,Offline,2,High,124,0,0.76,25
STU_0300,EVT_008,Early,School of Technology,4,Medium,6.11,2024-08-22,Branding & Identity,Student,Thursday,Evening (5-7 PM),60,Offline,3,Medium,122,1,0.0,0
STU_0300,EVT_012,On-time,School of Technology,4,Medium,6.11,2024-08-28,Design Thinking,Student,Wednesday,Evening (5-7 PM),60,Offline,2,Medium,83,0,1.0,1
STU_0300,EVT_024,On-time,School of Technology,4,Medium,6.11,2024-09-17,Career Guidance,Faculty,Tuesday,Afternoon (2-4 PM),90,Offline,3,Medium,66,1,0.5,2
STU_0300,EVT_038,Late,School of Technology,4,Medium,6.11,2024-10-13,Web Development,Industry,Sunday,Morning (9-11 AM),150,Online,2,High,70,1,0.667,3
STU_0300,EVT_041,Early,School of Technology,4,Medium,6.11,2024-10-21,Machine Learning,Faculty,Monday,Evening (5-7 PM),90,Online,2,Medium,101,0,0.75,4
STU_0300,EVT_045,On-time,School of Technology,4,Medium,6.11,2024-10-30,Product Management,Alumni,Wednesday,Evening (5-7 PM),120,Online,2,Low,122,1,0.6,5
STU_0300,EVT_047,On-time,School of Technology,4,Medium,6.11,2024-11-01,Machine Learning,Industry,Friday,Afternoon (2-4 PM),120,Online,3,High,86,1,0.667,6
STU_0300,EVT_057,On-time,School of Technology,4,Medium,6.11,2024-11-23,Product Management,Industry,Saturday,Morning (9-11 AM),90,Offline,2,Medium,60,1,0.714,7
STU_0300,EVT_060,Late,School of Technology,4,Medium,6.11,2024-12-02,Cloud Computing,Student,Monday,Evening (5-7 PM),120,Offline,2,Medium,111,0,0.75,8
STU_0300,EVT_068,Late,School of Technology,4,Medium,6.11,2024-12-30,Web Development,Faculty,Monday,Morning (9-11 AM),120,Online,2,Medium,41,1,0.667,9
STU_0300,EVT_077,Late,School of Technology,4,Medium,6.11,2025-02-18,Data Science,Alumni,Tuesday,Morning (9-11 AM),90,Offline,2,High,105,1,0.7,10
STU_0300,EVT_085,On-time,School of Technology,4,Medium,6.11,2025-02-28,Branding & Identity,Student,Friday,Morning (9-11 AM),120,Offline,3,Medium,106,0,0.727,11
STU_0301,EVT_017,Early,School of Design,1,Medium,8.06,2024-09-05,Cloud Computing,Industry,Thursday,Morning (9-11 AM),150,Offline,2,High,117,0,0.0,0
STU_0301,EVT_020,Early,School of Design,1,Medium,8.06,2024-09-09,Machine Learning,Alumni,Monday,Afternoon (2-4 PM),120,Online,2,High,93,0,0.0,1
STU_0301,EVT_022,Early,School of Design,1,Medium,8.06,2024-09-12,Data Science,Industry,Thursday,Afternoon (2-4 PM),90,Offline,3,Medium,77,1,0.0,2
STU_0301,EVT_024,Late,School of Design,1,Medium,8.06,2024-09-17,Career Guidance,Faculty,Tuesday,Afternoon (2-4 PM),90,Offline,3,Medium,66,0,0.333,3
STU_0301,EVT_025,Early,School of Design,1,Medium,8.06,2024-09-20,Career Guidance,Student,Friday,Evening (5-7 PM),120,Offline,2,Low,103,1,0.25,4
STU_0301,EVT_028,Early,School of Design,1,Medium,8.06,2024-09-25,UI/UX Design,Student,Wednesday,Morning (9-11 AM),90,Online,3,Medium,118,1,0.4,5
STU_0301,EVT_031,On-time,School of Design,1,Medium,8.06,2024-09-27,Sound Design,Student,Friday,Evening (5-7 PM),120,Online,3,Medium,74,1,0.5,6
STU_0301,EVT_040,On-time,School of Design,1,Medium,8.06,2024-10-17,Sound Design,Alumni,Thursday,Afternoon (2-4 PM),120,Offline,2,Low,67,1,0.571,7
STU_0301,EVT_047,Early,School of Design,1,Medium,8.06,2024-11-01,Machine Learning,Industry,Friday,Afternoon (2-4 PM),120,Online,3,High,86,1,0.625,8
STU_0301,EVT_048,Early,School of Design,1,Medium,8.06,2024-11-02,Design Thinking,Student,Saturday,Evening (5-7 PM),120,Offline,1,Medium,63,0,0.667,9
STU_0301,EVT_049,Early,School of Design,1,Medium,8.06,2024-11-04,AI & Deep Learning,Alumni,Monday,Evening (5-7 PM),120,Offline,3,High,83,1,0.6,10
STU_0301,EVT_053,Late,School of Design,1,Medium,8.06,2024-11-09,Music Production,Industry,Saturday,Afternoon (2-4 PM),60,Offline,3,Low,123,0,0.636,11
STU_0301,EVT_054,Late,School of Design,1,Medium,8.06,2024-11-10,Cybersecurity,Industry,Sunday,Morning (9-11 AM),90,Online,1,Medium,65,0,0.583,12
STU_0301,EVT_059,On-time,School of Design,1,Medium,8.06,2024-11-29,UI/UX Design,Student,Friday,Evening (5-7 PM),120,Online,2,High,99,1,0.538,13
STU_0301,EVT_064,On-time,School of Design,1,Medium,8.06,2024-12-20,Cybersecurity,Alumni,Friday,Afternoon (2-4 PM),180,Offline,3,Medium,44,0,0.571,14
STU_0301,EVT_067,Late,School of Design,1,Medium,8.06,2024-12-27,Web Development,Industry,Friday,Evening (5-7 PM),120,Online,2,Low,67,0,0.533,15
STU_0301,EVT_078,On-time,School of Design,1,Medium,8.06,2025-02-19,Product Management,Industry,Wednesday,Afternoon (2-4 PM),90,Offline,1,Medium,123,0,0.5,16
STU_0301,EVT_081,Early,School of Design,1,Medium,8.06,2025-02-24,Music Production,Faculty,Monday,Evening (5-7 PM),90,Offline,1,High,103,0,0.471,17
STU_0301,EVT_093,Early,School of Design,1,Medium,8.06,2025-03-22,Branding & Identity,Faculty,Saturday,Evening (5-7 PM),120,Offline,2,Low,64,1,0.444,18
STU_0301,EVT_098,Early,School of Design,1,Medium,8.06,2025-04-13,Cybersecurity,Faculty,Sunday,Afternoon (2-4 PM),150,Offline,2,Medium,89,0,0.474,19
STU_0301,EVT_099,Early,School of Design,1,Medium,8.06,2025-04-20,Cloud Computing,Student,Sunday,Morning (9-11 AM),180,Offline,2,High,124,1,0.45,20
STU_0302,EVT_004,On-time,School of Music,3,Low,8.05,2024-08-13,Product Management,Alumni,Tuesday,Evening (5-7 PM),90,Offline,3,High,82,1,0.0,0
STU_0302,EVT_020,Late,School of Music,3,Low,8.05,2024-09-09,Machine Learning,Alumni,Monday,Afternoon (2-4 PM),120,Online,2,High,93,1,1.0,1
STU_0302,EVT_027,On-time,School of Music,3,Low,8.05,2024-09-23,Career Guidance,Faculty,Monday,Evening (5-7 PM),90,Offline,2,Low,106,1,1.0,2
STU_0302,EVT_031,Early,School of Music,3,Low,8.05,2024-09-27,Sound Design,Student,Friday,Evening (5-7 PM),120,Online,3,Medium,74,1,1.0,3
STU_0302,EVT_038,On-time,School of Music,3,Low,8.05,2024-10-13,Web Development,Industry,Sunday,Morning (9-11 AM),150,Online,2,High,70,0,1.0,4
STU_0302,EVT_039,Late,School of Music,3,Low,8.05,2024-10-15,Web Development,Faculty,Tuesday,Afternoon (2-4 PM),90,Online,3,Medium,98,0,0.8,5
STU_0302,EVT_050,Early,School of Music,3,Low,8.05,2024-11-06,Cloud Computing,Industry,Wednesday,Morning (9-11 AM),60,Offline,2,High,66,1,0.667,6
STU_0302,EVT_052,On-time,School of Music,3,Low,8.05,2024-11-08,UI/UX Design,Alumni,Friday,Evening (5-7 PM),90,Offline,1,Medium,70,1,0.714,7
STU_0302,EVT_053,Late,School of Music,3,Low,8.05,2024-11-09,Music Production,Industry,Saturday,Afternoon (2-4 PM),60,Offline,3,Low,123,1,0.75,8
STU_0302,EVT_065,On-time,School of Music,3,Low,8.05,2024-12-21,Web Development,Faculty,Saturday,Afternoon (2-4 PM),90,Online,1,Low,52,0,0.778,9
STU_0302,EVT_069,On-time,School of Music,3,Low,8.05,2025-01-05,Music Production,Student,Sunday,Evening (5-7 PM),60,Online,2,Medium,88,0,0.7,10
STU_0302,EVT_071,Early,School of Music,3,Low,8.05,2025-01-19,Product Management,Alumni,Sunday,Afternoon (2-4 PM),90,Offline,2,Medium,92,1,0.636,11
STU_0302,EVT_078,Late,School of Music,3,Low,8.05,2025-02-19,Product Management,Industry,Wednesday,Afternoon (2-4 PM),90,Offline,1,Medium,123,0,0.667,12
STU_0302,EVT_080,Early,School of Music,3,Low,8.05,2025-02-24,Web Development,Faculty,Monday,Evening (5-7 PM),60,Offline,3,Medium,83,1,0.615,13
STU_0302,EVT_082,Early,School of Music,3,Low,8.05,2025-02-25,AI & Deep Learning,Faculty,Tuesday,Afternoon (2-4 PM),120,Online,3,High,76,0,0.643,14
STU_0302,EVT_091,On-time,School of Music,3,Low,8.05,2025-03-18,Cybersecurity,Faculty,Tuesday,Morning (9-11 AM),120,Offline,2,High,96,0,0.6,15
STU_0302,EVT_096,Late,School of Music,3,Low,8.05,2025-04-09,Web Development,Alumni,Wednesday,Afternoon (2-4 PM),120,Offline,2,High,118,0,0.562,16
STU_0302,EVT_099,Late,School of Music,3,Low,8.05,2025-04-20,Cloud Computing,Student,Sunday,Morning (9-11 AM),180,Offline,2,High,124,0,0.529,17
STU_0303,EVT_004,Late,School of Technology,5,High,7.97,2024-08-13,Product Management,Alumni,Tuesday,Evening (5-7 PM),90,Offline,3,High,82,1,0.0,0
STU_0303,EVT_025,Early,School of Technology,5,High,7.97,2024-09-20,Career Guidance,Student,Friday,Evening (5-7 PM),120,Offline,2,Low,103,1,1.0,1
STU_0303,EVT_027,Early,School of Technology,5,High,7.97,2024-09-23,Career Guidance,Faculty,Monday,Evening (5-7 PM),90,Offline,2,Low,106,1,1.0,2
STU_0303,EVT_028,Early,School of Technology,5,High,7.97,2024-09-25,UI/UX Design,Student,Wednesday,Morning (9-11 AM),90,Online,3,Medium,118,0,1.0,3
STU_0303,EVT_033,Late,School of Technology,5,High,7.97,2024-10-04,Product Management,Faculty,Friday,Morning (9-11 AM),60,Offline,1,Medium,67,0,0.75,4
STU_0303,EVT_038,Late,School of Technology,5,High,7.97,2024-10-13,Web Development,Industry,Sunday,Morning (9-11 AM),150,Online,2,High,70,0,0.6,5
STU_0303,EVT_049,Early,School of Technology,5,High,7.97,2024-11-04,AI & Deep Learning,Alumni,Monday,Evening (5-7 PM),120,Offline,3,High,83,1,0.5,6
STU_0303,EVT_060,On-time,School of Technology,5,High,7.97,2024-12-02,Cloud Computing,Student,Monday,Evening (5-7 PM),120,Offline,2,Medium,111,0,0.571,7
STU_0303,EVT_067,Late,School of Technology,5,High,7.97,2024-12-27,Web Development,Industry,Friday,Evening (5-7 PM),120,Online,2,Low,67,1,0.5,8
STU_0303,EVT_075,Late,School of Technology,5,High,7.97,2025-02-12,Data Science,Student,Wednesday,Afternoon (2-4 PM),180,Offline,2,High,94,1,0.556,9
STU_0303,EVT_076,On-time,School of Technology,5,High,7.97,2025-02-15,Creative Coding,Faculty,Saturday,Evening (5-7 PM),90,Offline,2,High,78,1,0.6,10
STU_0303,EVT_087,On-time,School of Technology,5,High,7.97,2025-03-08,Design Thinking,Faculty,Saturday,Morning (9-11 AM),180,Online,3,High,65,0,0.636,11
STU_0303,EVT_096,Late,School of Technology,5,High,7.97,2025-04-09,Web Development,Alumni,Wednesday,Afternoon (2-4 PM),120,Offline,2,High,118,1,0.583,12
STU_0303,EVT_097,Late,School of Technology,5,High,7.97,2025-04-11,Branding & Identity,Faculty,Friday,Evening (5-7 PM),120,Offline,3,High,57,1,0.615,13
STU_0303,EVT_098,Early,School of Technology,5,High,7.97,2025-04-13,Cybersecurity,Faculty,Sunday,Afternoon (2-4 PM),150,Offline,2,Medium,89,1,0.643,14
STU_0304,EVT_011,Late,School of Music,8,Medium,9.2,2024-08-28,Career Guidance,Faculty,Wednesday,Afternoon (2-4 PM),60,Online,3,High,111,0,0.0,0
STU_0304,EVT_014,Late,School of Music,8,Medium,9.2,2024-09-03,Design Thinking,Industry,Tuesday,Evening (5-7 PM),120,Online,2,High,48,1,0.0,1
STU_0304,EVT_019,On-time,School of Music,8,Medium,9.2,2024-09-08,Sound Design,Faculty,Sunday,Morning (9-11 AM),120,Offline,2,Medium,97,1,0.5,2
STU_0304,EVT_021,Early,School of Music,8,Medium,9.2,2024-09-12,Music Production,Industry,Thursday,Morning (9-11 AM),90,Online,3,Low,105,1,0.667,3
STU_0304,EVT_032,Late,School of Music,8,Medium,9.2,2024-10-04,Entrepreneurship,Industry,Friday,Evening (5-7 PM),150,Offline,3,High,115,1,0.75,4
STU_0304,EVT_035,On-time,School of Music,8,Medium,9.2,2024-10-06,Branding & Identity,Industry,Sunday,Afternoon (2-4 PM),90,Offline,3,High,94,1,0.8,5
STU_0304,EVT_038,On-time,School of Music,8,Medium,9.2,2024-10-13,Web Development,Industry,Sunday,Morning (9-11 AM),150,Online,2,High,70,0,0.833,6
STU_0304,EVT_041,Early,School of Music,8,Medium,9.2,2024-10-21,Machine Learning,Faculty,Monday,Evening (5-7 PM),90,Online,2,Medium,101,1,0.714,7
STU_0304,EVT_053,On-time,School of Music,8,Medium,9.2,2024-11-09,Music Production,Industry,Saturday,Afternoon (2-4 PM),60,Offline,3,Low,123,1,0.75,8
STU_0304,EVT_055,Late,School of Music,8,Medium,9.2,2024-11-18,Creative Coding,Faculty,Monday,Afternoon (2-4 PM),90,Online,2,Medium,82,1,0.778,9
STU_0304,EVT_057,On-time,School of Music,8,Medium,9.2,2024-11-23,Product Management,Industry,Saturday,Morning (9-11 AM),90,Offline,2,Medium,60,0,0.8,10
STU_0304,EVT_062,On-time,School of Music,8,Medium,9.2,2024-12-06,Entrepreneurship,Industry,Friday,Morning (9-11 AM),90,Offline,3,Low,58,1,0.727,11
STU_0304,EVT_074,On-time,School of Music,8,Medium,9.2,2025-02-12,UI/UX Design,Faculty,Wednesday,Evening (5-7 PM),90,Offline,1,Low,124,1,0.75,12
STU_0304,EVT_075,Late,School of Music,8,Medium,9.2,2025-02-12,Data Science,Student,Wednesday,Afternoon (2-4 PM),180,Offline,2,High,94,0,0.769,13
STU_0304,EVT_078,Early,School of Music,8,Medium,9.2,2025-02-19,Product Management,Industry,Wednesday,Afternoon (2-4 PM),90,Offline,1,Medium,123,1,0.714,14
STU_0304,EVT_080,On-time,School of Music,8,Medium,9.2,2025-02-24,Web Development,Faculty,Monday,Evening (5-7 PM),60,Offline,3,Medium,83,1,0.733,15
STU_0304,EVT_091,Early,School of Music,8,Medium,9.2,2025-03-18,Cybersecurity,Faculty,Tuesday,Morning (9-11 AM),120,Offline,2,High,96,0,0.75,16
STU_0304,EVT_094,Early,School of Music,8,Medium,9.2,2025-03-30,Creative Coding,Student,Sunday,Evening (5-7 PM),90,Offline,3,Medium,53,1,0.706,17
STU_0304,EVT_096,Early,School of Music,8,Medium,9.2,2025-04-09,Web Development,Alumni,Wednesday,Afternoon (2-4 PM),120,Offline,2,High,118,1,0.722,18
STU_0305,EVT_008,Early,School of Business,6,Low,9.08,2024-08-22,Branding & Identity,Student,Thursday,Evening (5-7 PM),60,Offline,3,Medium,122,1,0.0,0
STU_0305,EVT_017,Early,School of Business,6,Low,9.08,2024-09-05,Cloud Computing,Industry,Thursday,Morning (9-11 AM),150,Offline,2,High,117,1,1.0,1
STU_0305,EVT_020,On-time,School of Business,6,Low,9.08,2024-09-09,Machine Learning,Alumni,Monday,Afternoon (2-4 PM),120,Online,2,High,93,1,1.0,2
STU_0305,EVT_027,On-time,School of Business,6,Low,9.08,2024-09-23,Career Guidance,Faculty,Monday,Evening (5-7 PM),90,Offline,2,Low,106,1,1.0,3
STU_0305,EVT_038,Late,School of Business,6,Low,9.08,2024-10-13,Web Development,Industry,Sunday,Morning (9-11 AM),150,Online,2,High,70,0,1.0,4
STU_0305,EVT_039,Late,School of Business,6,Low,9.08,2024-10-15,Web Development,Faculty,Tuesday,Afternoon (2-4 PM),90,Online,3,Medium,98,1,0.8,5
STU_0305,EVT_041,On-time,School of Business,6,Low,9.08,2024-10-21,Machine Learning,Faculty,Monday,Evening (5-7 PM),90,Online,2,Medium,101,1,0.833,6
STU_0305,EVT_044,On-time,School of Business,6,Low,9.08,2024-10-27,Branding & Identity,Alumni,Sunday,Morning (9-11 AM),120,Offline,3,High,121,1,0.857,7
STU_0305,EVT_047,Early,School of Business,6,Low,9.08,2024-11-01,Machine Learning,Industry,Friday,Afternoon (2-4 PM),120,Online,3,High,86,1,0.875,8
STU_0305,EVT_053,Late,School of Business,6,Low,9.08,2024-11-09,Music Production,Industry,Saturday,Afternoon (2-4 PM),60,Offline,3,Low,123,1,0.889,9
STU_0305,EVT_063,On-time,School of Business,6,Low,9.08,2024-12-08,Digital Marketing,Student,Sunday,Afternoon (2-4 PM),120,Offline,2,Low,119,1,0.9,10
STU_0305,EVT_072,Early,School of Business,6,Low,9.08,2025-02-10,Branding & Identity,Student,Monday,Morning (9-11 AM),180,Online,2,Low,80,0,0.909,11
STU_0305,EVT_074,Early,School of Business,6,Low,9.08,2025-02-12,UI/UX Design,Faculty,Wednesday,Evening (5-7 PM),90,Offline,1,Low,124,1,0.833,12
STU_0305,EVT_076,On-time,School of Business,6,Low,9.08,2025-02-15,Creative Coding,Faculty,Saturday,Evening (5-7 PM),90,Offline,2,High,78,0,0.846,13
STU_0305,EVT_081,Early,School of Business,6,Low,9.08,2025-02-24,Music Production,Faculty,Monday,Evening (5-7 PM),90,Offline,1,High,103,1,0.786,14
STU_0305,EVT_084,Early,School of Business,6,Low,9.08,2025-02-28,Sound Design,Faculty,Friday,Afternoon (2-4 PM),60,Online,2,High,40,1,0.8,15
STU_0305,EVT_099,Late,School of Business,6,Low,9.08,2025-04-20,Cloud Computing,Student,Sunday,Morning (9-11 AM),180,Offline,2,High,124,0,0.812,16
STU_0306,EVT_002,Late,School of Technology,7,Low,6.71,2024-08-01,Career Guidance,Alumni,Thursday,Afternoon (2-4 PM),150,Online,3,Low,57,1,0.0,0
STU_0306,EVT_007,On-time,School of Technology,7,Low,6.71,2024-08-18,Digital Marketing,Alumni,Sunday,Afternoon (2-4 PM),60,Offline,1,Low,72,0,1.0,1
STU_0306,EVT_010,On-time,School of Technology,7,Low,6.71,2024-08-23,Digital Marketing,Industry,Friday,Afternoon (2-4 PM),180,Offline,3,Medium,43,1,0.5,2
STU_0306,EVT_012,Late,School of Technology,7,Low,6.71,2024-08-28,Design Thinking,Student,Wednesday,Evening (5-7 PM),60,Offline,2,Medium,83,0,0.667,3
STU_0306,EVT_013,Late,School of Technology,7,Low,6.71,2024-08-30,Creative Coding,Industry,Friday,Afternoon (2-4 PM),150,Offline,2,Medium,86,0,0.5,4
STU_0306,EVT_014,On-time,School of Technology,7,Low,6.71,2024-09-03,Design Thinking,Industry,Tuesday,Evening (5-7 PM),120,Online,2,High,48,0,0.4,5
STU_0306,EVT_018,On-time,School of Technology,7,Low,6.71,2024-09-07,Career Guidance,Alumni,Saturday,Evening (5-7 PM),120,Offline,1,Medium,58,0,0.333,6
STU_0306,EVT_019,On-time,School of Technology,7,Low,6.71,2024-09-08,Sound Design,Faculty,Sunday,Morning (9-11 AM),120,Offline,2,Medium,97,0,0.286,7
STU_0306,EVT_022,On-time,School of Technology,7,Low,6.71,2024-09-12,Data Science,Industry,Thursday,Afternoon (2-4 PM),90,Offline,3,Medium,77,1,0.25,8
STU_0306,EVT_025,Early,School of Technology,7,Low,6.71,2024-09-20,Career Guidance,Student,Friday,Evening (5-7 PM),120,Offline,2,Low,103,1,0.333,9
STU_0306,EVT_037,Late,School of Technology,7,Low,6.71,2024-10-10,Music Production,Industry,Thursday,Afternoon (2-4 PM),120,Online,1,Low,43,0,0.4,10
STU_0306,EVT_039,On-time,School of Technology,7,Low,6.71,2024-10-15,Web Development,Faculty,Tuesday,Afternoon (2-4 PM),90,Online,3,Medium,98,1,0.364,11
STU_0306,EVT_044,On-time,School of Technology,7,Low,6.71,2024-10-27,Branding & Identity,Alumni,Sunday,Morning (9-11 AM),120,Offline,3,High,121,0,0.417,12
STU_0306,EVT_053,On-time,School of Technology,7,Low,6.71,2024-11-09,Music Production,Industry,Saturday,Afternoon (2-4 PM),60,Offline,3,Low,123,0,0.385,13
STU_0306,EVT_060,On-time,School of Technology,7,Low,6.71,2024-12-02,Cloud Computing,Student,Monday,Evening (5-7 PM),120,Offline,2,Medium,111,0,0.357,14
